BsM_Cycle,Region,FMZ,waterbodyID,lakeName,BsM_ProjectName,Target Species,lat,long,dateSample,DD5 8110,Air Temp 8110,Lake Selection,surfaceArea,meanDepth,maxDepth,lakeVolume,yearSample,monthSample,daySample,Temperature/DO Sample Dates,Large and Small Mesh Netting Sample Dates
3,NA,6,16-3921-55210,"Nipigon, L.",NA, Walleye,49.82331,-88.51794,,,,Trend - nonrandom,449676.2,,,,2019,1,0,,"07-Aug-19, 08-Aug-19, 09-Aug-19, 09-Jul-19, 10-Aug-19, 10-Jul-19, 10-Sep-19, 11-Aug-19, 11-Jul-19, 11-Sep-19, 12-Jul-19, 12-Sep-19, 13-Jul-19, 13-Sep-19, 14-Sep-19, 17-Jun-19, 18-Jun-19, 19-Jun-19, 20-Jun-19, 21-Aug-19, 21-Jun-19, 22-Aug-19, 22-Jun-19, 23-Aug-19, 23-Jul-19, 24-Aug-19, 24-Jul-19, 25-Aug-19, 25-Jul-19, 26-Jul-19, 27-Jul-19"
3,NA,6,16-3742-54014,Nolan L.,NA,,48.75422,-88.71122,,1428,2.9,Supplemental,23.2,,,,,,,,
3,NA,6,15-6723-53466,Northern Light L.,NA,,48.24446,-90.6759,,1482,2.6,Supplemental,6622.1,8.4,39.7,577063157.4,,,,,
3,NA,6,16-3081-53489,Oliver L.,NA,,48.26566,-89.58774,,1476,2.9,Supplemental,196,,,,,,,,
3,NA,6,16-4000-54670,Oskawe L.,NA,,49.34929,-88.37581,,1413,2.3,Supplemental,563.7,6.2,18,34925820.54,2021,1,0,,"18-Aug-21, 19-Aug-21, 23-Aug-21"
3,NA,6,16-3708-54345,Pringle L.,NA,,49.05233,-88.76841,,1435,2.6,Supplemental,179.3,10.2,29,18295555.29,,,,,
3,NA,6,15-6569-53648,Redfox L.,NA,,48.4187,-90.88119,,1499,2.6,Supplemental,61,,,,,,,,
3,NA,6,15-6528-53582,Ross L.,NA,,48.36006,-90.93755,,1505,2.7,Supplemental,304.8,,,,,,,,
3,NA,6,15-6659-53963,Rudge L.,NA,,48.69703,-90.73502,,1477,2.4,Supplemental,501.1,8.1,33,40605123.3,,,,,
3,NA,6,15-7053-53459,Sandstone L.,NA,,48.23175,-90.24029,,1448,2.5,Supplemental,729.9,7.3,23.8,68269602.67,,,,,
3,NA,6,15-7128-54128,Savanne L.,NA,,48.83265,-90.09804,,1435,2.3,Supplemental,365,2.5,4,9335345.21,2018,1,0,,"09-Aug-18, 10-Aug-18, 11-Aug-18, 12-Aug-18"
3,NA,6,16-3803-54156,Scarp L.,NA,,48.88246,-88.63394,,,,Supplemental,17.4,,,,,,,,
3,NA,6,15-6988-53913,Shebandowan L.s,NA,,48.64304,-90.30157,,1444,2.4,Supplemental,5971.7,6.1,36.6,362115459.1,,,,,
3,NA,6,15-6804-53764,Squeers L.,NA,,48.51628,-90.55746,,1466,2.5,Supplemental,369.6,11.5,33.6,44171500.7,2018,1,0,,"14-Aug-18, 15-Aug-18, 16-Aug-18"
3,NA,6,15-6804-53764,Squeers L.,NA,,48.51628,-90.55746,,1466,2.5,Supplemental,369.6,11.5,33.6,44171500.7,2019,1,0,,"05-Jul-19, 06-Jul-19, 07-Jul-19, 08-Jul-19, 09-Jul-19, 10-Jul-19, 11-Jul-19"
3,NA,6,15-6804-53764,Squeers L.,NA,,48.51628,-90.55746,,1466,2.5,Supplemental,369.6,11.5,33.6,44171500.7,2019,1,0,,"01-Aug-19, 29-Jul-19, 30-Jul-19, 31-Jul-19"
3,NA,6,15-6804-53764,Squeers L.,NA,,48.51628,-90.55746,,1466,2.5,Supplemental,369.6,11.5,33.6,44171500.7,2019,1,0,,"12-Aug-19, 13-Aug-19, 14-Aug-19, 15-Aug-19"
3,NA,6,15-6708-53937,Stetham L.,NA,,48.67442,-90.68295,,1473,2.4,Supplemental,228.5,7.5,27,17192840.17,,,,,
3,NA,6,15-6885-53406,Sunbeam L.,NA,,48.19223,-90.4631,,1466,2.6,Supplemental,86.5,,,,,,,,
3,NA,6,15-6983-53701,Swallow L.,NA,,48.45519,-90.31935,,,,Supplemental,374.8,,,,,,,,
3,NA,6,15-6508-53878,Tilly L.,NA,,48.62935,-90.9475,,1506,2.6,Supplemental,403.5,9.1,31,36848168.12,,,,,
3,NA,6,15-7029-53799,Tinto L.,NA,,48.54084,-90.25014,,1444,2.4,Supplemental,159,8.7,30,13877554.14,,,,,
3,NA,6,15-6832-53585,Titmarsh L.,NA,,48.35538,-90.52995,,1467,2.5,Supplemental,968.3,13.6,49.4,130492003.7,,,,,
3,NA,6,15-6642-53574,Trout L.,NA,,48.34586,-90.79178,,1491,2.6,Supplemental,51.9,,,,,,,,
3,NA,6,15-6587-53594,Twinhouse L.,NA,,48.3689,-90.85668,,1498,2.6,Supplemental,104.7,5.3,15,5548221.48,,,,,
3,NA,6,16-3744-54268,Unknown L.,NA, Brook Trout,48.98106,-88.72206,21-May-18,1434,2.7,Trend,74.6,7.7,25,5751693.39,2018,1,0,,"24-Jul-18, 25-Jul-18"
3,NA,6,16-3483-54344,Walotka L.,NA,,49.04481,-89.07437,,1436,2.6,Supplemental,93.9,9.8,23,9506000.19,,,,,
3,NA,6,16-2773-53446,Whitefish L.,NA,,48.22119,-90.00085,,1437,2.5,Supplemental,2871.3,2,6.4,60300000,,,,,
3,NA,6,16-3738-54079,Wiggins L.,NA,,48.81279,-88.71842,,1430,2.8,Supplemental,23.1,,,,,,,,
3,NA,6,15-6550-53632,Wye L.,NA,,48.40446,-90.90487,,1502,2.6,Supplemental,77.5,,,,,,,,
3,NA,6,15-6896-53457,Yellowhammer L.,NA,,48.23741,-90.44997,,1464,2.6,Supplemental,189,,,,,,,,
3,NA,7,16-4544-54237,Ault L.,NA, Brook Trout,48.96646,-87.62369,,,,Trend,103,,,,,,,,
3,NA,7,16-5042-54260,Cairngorm L.,NA, Lake Trout,48.99187,-86.93716,,1255,1.9,Trend,699.6,14.7,61,151718700,,,,,
3,NA,7,16-4881-55533,Cavell L.,NA, Brook Trout,50.14754,-87.15817,,1339,0.6,Trend,83.1,0.5,1.7,401515.53,,,,,
3,NA,7,16-5058-54157,Diablo L.,NA, Brook Trout,48.89364,-86.91714,,,,Trend,107,,,,,,,,
3,NA,7,16-4741-54101,Jason L.,NA, Brook Trout,48.84579,-87.35303,,,,Trend,55,,,,,,,,
3,NA,7,16-5341-54366,Killala L.,NA, Lake Trout,49.07862,-86.52877,,1257,1.7,Trend,2516.3,19.9,92,501835552.6,,,,,
3,NA,7,16-4793-54217,Louise L.,NA, Brook Trout,48.94242,-87.28084,,1274,2.1,Trend,54.3,5.2,14,2826227.99,,,,,
3,NA,7,16-4747-54847,South Beatty L.,NA, Walleye,49.52071,-87.3487,,1343,1.4,Trend,285.8,2.6,5.9,7453084.25,2021,1,0,,"05-Aug-21, 06-Aug-21, 07-Aug-21"
3,NA,7,16-4720-54109,Whitesand L.,NA, Brook Trout,48.84703,-87.38162,,,,Trend,269,,,,,,,,
3,NA,7,16-4824-54701,Wig L.,NA, Walleye,49.38507,-87.24311,,1325,1.5,Trend,411.7,3.2,9.8,14928000.22,,,,,
3,NA,7,16-4802-54759,Wintering L.,NA, Walleye,49.43486,-87.28556,,1332,1.4,Trend,1709.4,4.8,36.6,79929600,,,,,
3,NA,7,16-5311-54861,Y L.,NA, Brook Trout,49.52868,-86.57058,,1309,1.1,Trend,30.8,8.9,24,2746555.09,,,,,
