BsM_lakeName,latBsM,longBsM,bsmWaterbodyID,ARU_lakeName,latARU_conv,longARU_conv,ARU_LID,Notes,elevation
Conifer,50.5674,-94.03211,15-4270-56011,Conifer,50.55916667,-94.03083333,15-4270-56011,,349.7986145
Oak,50.43811,-93.78729,15-4450-55883,Oak,50.44583333,-93.77472222,15-4450-55883,,349.8160095
Deer,52.63469,-94.20479,15-4198-58335,Deer,52.64777778,-94.185,15-4198-58335,,350.8959351
Anishinabi,50.43988,-93.44327,15-4674-55871,Anishinabi,50.43666667,-93.45972222,15-4673-55871,,352.9926453
Two Island,50.92636,-93.58091,15-4591-56414,Two Island,50.925,-93.58138889,15-4591-56414,,354.180481
Keg,50.99542,-93.68541,15-4520-56490,Keg,50.99222222,-93.68361111,15-4520-56490,,355.0731506
Gullrock,50.96114,-93.64489,15-4567-56470,Gullrock,50.97472222,-93.61666667,15-4567-56470,,355.1297607
Ranger,51.06628,-93.57263,15-4596-56570,Ranger,51.065,-93.57583333,15-4596-56570,,355.1453247
Botsford,50.13856,-91.6591,15-5970-55554,Botsford,50.145,-91.64222222,15-5970-55554,,355.9855347
Pelican,50.1115,-91.96123,15-5737-55520,Pelican,50.11777778,-91.96861111,15-5737-55520,,356.762085
Abram,50.05909,-91.92916,15-5765-55453,Abram,50.05722222,-91.93166667,15-5765-55453,,357.0501099
Wenasaga,50.72869,-93.15031,15-4894-56194,Wenasaga,50.72861111,-93.15,15-4894-56194,,357.1092224
Wabakimi,50.64342,-89.78198,16-3020-56135,Wabakimi,50.64138889,-89.80027778,16-3020-56135,,357.1329346
Richardson,50.16956,-92.06356,15-5670-55575,Richardson,50.16805556,-92.06194444,15-5670-55575,,357.4314575
Minnitaki,49.97183,-91.95802,15-5735-55360,Minnitaki,49.97388889,-91.97527778,15-5735-55360,,357.7634583
Sup,50.30519,-93.55796,15-4602-55724,Sup,50.30388889,-93.55833333,15-4602-55724,,358.0299377
Andy,49.62961,-94.08984,15-4216-54977,Andy,49.62916667,-94.08611111,15-4216-54977,,358.789093
Atikwa,49.49768,-93.53348,15-4602-54790,Atikwa,49.46472222,-93.54861111,15-4603-54790,,358.9510498
Bridge,50.27807,-93.62387,15-4559-55694,Bridge,50.27666667,-93.61944444,15-4559-55694,,359.0414429
Broadcast,50.40992,-92.65663,15-5244-55839,Broadcast,50.40888889,-92.65638889,15-5244-55839,,360.0320129
Perrault,50.29084,-93.13068,15-4900-55708,Perrault,50.29111111,-93.14055556,15-4900-55708,,360.0465698
Stanzhikimi,50.24067,-91.3921,15-6146-55661,Stanzhikimi,50.23833333,-91.39277778,15-6146-55661,,360.0653076
Gullwing,49.91183,-92.60645,15-5293-55287,Gullwing,49.91166667,-92.59138889,15-5293-55287,,361.4284363
Marchington,50.19345,-91.38973,15-6137-55606,Marchington,50.18833333,-91.40666667,15-6137-55606,,361.5463257
Rugby,49.95675,-92.95825,15-5026-55337,Rugby,49.95777778,-92.96333333,15-5026-55337,,361.8409119
Populus,49.50585,-93.59764,15-4557-54838,Populus,49.50694444,-93.6125,15-4557-54838,,361.8631592
Expanse,50.34437,-91.77352,15-5866-55770,Expanse,50.34083333,-91.78333333,15-5866-55770,,361.9063416
Big Vermilion,50.04484,-92.20826,15-5556-55428,Big Vermilion,50.03666667,-92.22305556,15-5556-55428,,362.4375
Longlegged,50.78395,-94.17453,15-4172-56262,Longlegged,50.78388889,-94.17416667,15-4172-56262,,363.066803
Little Vermilion,50.00179,-92.15509,15-5581-55389,Little Vermilion,50.00111111,-92.18888889,15-5581-55389,,363.9819336
Singapore,50.16413,-91.26503,15-6244-55581,Singapore,50.16361111,-91.25833333,15-6244-55580,,364.1628418
Bornite,50.32556,-93.46277,15-4670-55751,Bornite,50.32916667,-93.46333333,15-4670-55751,,364.8504333
Big Sandy,49.82359,-92.36295,15-5463-55189,Big Sandy,49.8225,-92.35611111,15-5463-55189,,366.9997864
Haggart,50.88794,-94.98566,15-3615-56383,Haggart,50.88166667,-94.96944444,15-3615-56383,,367.0218201
Minnehaha,49.52331,-92.64373,15-5257-54855,Minnehaha,49.52388889,-92.64472222,15-5257-54856,,367.528595
Bury,50.43634,-91.3911,15-6143-55885,Bury,50.43916667,-91.39055556,15-6143-55885,,368.0330505
Mamakwash,51.66266,-92.93466,15-5036-57231,Mamakwash,51.66083333,-92.94777778,15-5036-57231,,368.114563
Trap,49.66182,-92.78292,15-5153-55007,Trap,49.66027778,-92.78833333,15-5153-55007,,368.4286499
Little Vermilion,51.26224,-93.83115,15-4414-56807,Little Vermilion,51.27638889,-93.84,15-4414-56807,,368.8821106
Wabigoon,49.73222,-92.72928,15-5203-55093,Wabigoon,49.73805556,-92.71861111,15-5203-55093,,368.9715271
Larson,49.63867,-92.61703,15-5276-54985,Larson,49.64055556,-92.61805556,15-5276-54985,,368.9809875
Dinorwic,49.62051,-92.56305,15-5320-54970,Dinorwic,49.62666667,-92.55694444,15-5320-54970,,369.0550537
Mile,49.68059,-92.78352,15-5159-55030,Mile,49.68138889,-92.77944444,15-5159-55030,,369.3136597
Olsen,49.65495,-92.62777,15-5268-54999,Olsen,49.65277778,-92.62833333,15-5268-54999,,369.7547607
Whitefish,49.78718,-95.03457,15-3532-55170,Whitefish,49.78916667,-95.03944444,15-3532-55170,,369.8756714
Butler,49.67307,-92.6663,15-5246-55025,Butler,49.67611111,-92.65972222,15-5246-55025,,370.5482788
Confusion,50.65108,-94.17888,15-4187-56135,Confusion,50.67,-94.15111111,15-4187-56136,,371.4124756
Cliff,50.16879,-93.29998,15-4785-55574,Cliff,50.17083333,-93.30083333,15-4785-55574,,371.9524536
Red,51.06421,-93.95704,15-4335-56548,Red,51.04277778,-93.94833333,15-4335-56548,,372.5463562
Cross,49.96489,-94.23609,15-4115-55351,Cross,49.96388889,-94.23694444,15-4113-55351,,372.9168701
Thunder,49.77882,-92.66332,15-5241-55137,Thunder,49.77722222,-92.66555556,15-5241-55137,,373.0003052
Bluffy,50.81613,-92.96312,15-5035-56302,Bluffy,50.82583333,-92.95055556,15-5035-56302,,373.1340027
Wapesi,50.54216,-92.33631,15-5464-56006,Wapesi,50.5575,-92.34527778,15-5464-56006,,374.0314941
Whitemud,50.8448,-92.73259,15-5192-56320,Whitemud,50.84166667,-92.72777778,15-5192-56320,,375.1964417
Thaddeus,50.17463,-92.89251,15-5085-55575,Thaddeus,50.17138889,-92.88111111,15-5085-55575,,376.0317993
Miniss,50.82132,-90.87326,15-6523-56318,Miniss,50.82,-90.83833333,15-6523-56318,,377.4318237
Edward,49.9464,-93.55602,15-4606-55329,Edward,49.94916667,-93.54944444,15-4606-55329,,377.6592712
Indian,49.91552,-93.53218,15-4623-55297,Indian,49.92,-93.52583333,15-4622-55297,,377.6747742
Hawk,49.76759,-93.99944,15-4279-55138,Hawk,49.77416667,-94.00111111,15-4279-55138,,378.0948792
Churchill,50.79425,-91.17578,15-6286-56283,Churchill,50.79416667,-91.17555556,15-6286-56283,,378.1784058
Cobble,49.89458,-93.61903,15-4552-55258,Cobble,49.88527778,-93.62388889,15-4552-55258,,378.9390869
Upper Slate,50.99063,-92.52834,15-5331-56487,Upper Slate,50.99055556,-92.52805556,15-5331-56487,,378.9850769
Medcalf,50.92614,-90.55398,15-6720-56440,Medcalf,50.92416667,-90.55277778,15-6720-56440,,379.0448914
Wavell,51.5779,-92.69876,15-5209-57140,Wavell,51.57861111,-92.69777778,15-5209-57140,,379.0634766
Kirkness,51.5321,-93.92675,15-4356-57093,Kirkness,51.53277778,-93.92888889,15-4356-57093,,379.1149902
Onnie,50.93757,-94.26786,15-4109-56434,Onnie,50.9375,-94.2675,15-4109-56434,,379.120697
De Lesseps,50.70008,-90.70631,15-6620-56188,De Lesseps,50.7,-90.70611111,15-6620-56188,,379.1287842
Lac Seul,50.40282,-92.47874,15-5365-55747,Lac Seul,50.325,-92.48694444,15-5365-55747,,379.3659668
Granite,50.46972,-89.76793,16-3040-55939,Granite,50.46666667,-89.76111111,16-3041-55939,,379.402832
Pashkokogan,50.98287,-90.30102,15-6895-56512,Pashkokogan,50.98277778,-90.30083333,15-6895-56512,,379.5517578
McCrea,50.85869,-90.28963,15-6908-56374,McCrea,50.85861111,-90.28944444,15-6908-56374,,379.5745239
Greenbush,50.95093,-90.10466,15-7043-56488,Greenbush,50.95611111,-90.09138889,15-7043-56487,,380.3084106
Minchin,50.76686,-90.54351,15-6733-56270,Minchin,50.77083333,-90.54222222,15-6733-56270,,381.5285339
Carling,50.6223,-91.28022,15-6217-56090,Carling,50.62222222,-91.28,15-6217-56090,,381.5908203
Maggotte,50.10119,-89.46517,16-3237-55525,Maggotte,50.10055556,-89.46527778,16-3237-55525,,381.848999
Whitewater,49.53029,-92.62148,15-5275-54864,Whitewater,49.53194444,-92.62055556,15-5275-54864,,382.1248779
Dowswell,50.62006,-94.71704,15-3786-56088,Dowswell,50.62,-94.71666667,15-3786-56087,,383.0097961
Lake of Bays,49.98409,-91.28781,15-6207-55385,Lake of Bays,49.98888889,-91.31638889,15-6207-55385,,385.5174561
Hammell,51.09368,-94.0448,15-4269-56605,Hammell,51.09361111,-94.04444444,15-4269-56605,,387.0027161
Godson,49.60903,-92.76425,15-5172-54948,Godson,49.60777778,-92.76138889,15-5172-54948,,389.0565796
Nungesser,51.47248,-93.53952,15-4613-57020,Nungesser,51.47,-93.55777778,15-4612-57020,,389.0909424
Kashaweogama,50.42091,-90.74437,15-6603-55876,Kashaweogama,50.42083333,-90.74416667,15-6603-55876,,389.1292419
Amik,49.83026,-91.91356,15-5782-55201,Amik,49.83055556,-91.91222222,15-5782-55201,,390.6121826
Flying Loon,49.84431,-91.57267,15-6038-55223,Flying Loon,49.84583333,-91.55694444,15-6038-55223,,391.5707397
Bawden,49.99869,-91.58399,15-6011-55383,Bawden,49.99055556,-91.58944444,15-6011-55383,,391.9013367
Porcus,49.72464,-93.84386,15-4390-55083,Porcus,49.72583333,-93.84611111,15-4390-55083,,392.0690308
Birch,51.39338,-92.37217,15-5452-56951,Birch,51.40694444,-92.35055556,15-5452-56951,,392.9382019
Tadpole,49.47038,-93.29066,15-4785-54790,Tadpole,49.465,-93.29722222,15-4785-54790,,393.1674805
Press,49.79986,-91.50461,15-6090-55164,Press,49.79222222,-91.485,15-6090-55164,,393.8388672
Trout,51.19868,-93.30949,15-4784-56717,Trout,51.19861111,-93.30916667,15-4784-56717,,394.1853943
Canyon,49.9888,-93.68699,15-4470-55367,Canyon,49.98194444,-93.73916667,15-4470-55367,,394.4116821
Augite,49.8623,-93.71668,15-4487-55234,Augite,49.86305556,-93.71416667,15-4487-55234,,394.8947449
Shrub,49.97099,-93.89782,15-4351-55357,Shrub,49.9725,-93.905,15-4351-55358,,395.216156
Kukukus,49.7724,-91.68396,15-5946-55139,Kukukus,49.77194444,-91.68611111,15-5946-55139,,395.5499268
Big Island,49.95155,-93.97876,15-4298-55335,Big Island,49.95166667,-93.97805556,15-4298-55335,,395.9732056
Penassi,49.95125,-91.19549,15-6300-55346,Penassi,49.95138889,-91.18777778,15-6300-55346,,396.0925903
Tutu,52.07642,-92.46707,15-5365-57696,Tutu,52.0775,-92.46777778,15-5365-57696,,396.10672
Lower Stewart,49.80052,-93.75978,15-4454-55169,Lower Stewart,49.80444444,-93.75861111,15-4454-55170,,396.4220886
Barrel,49.65928,-91.53454,15-6065-55009,Barrel,49.65361111,-91.52416667,15-6065-55009,,396.5190125
Uchi,51.05258,-92.58668,15-5290-56555,Uchi,51.0525,-92.58638889,15-5290-56555,,396.9295349
Savant,50.4823,-90.42741,15-6825-55952,Savant,50.48222222,-90.42722222,15-6825-55952,,397.0134888
Davies,50.14869,-90.97855,15-6444-55569,Davies,50.14861111,-90.97833333,15-6444-55569,,397.3955078
Tom,50.03637,-94.06278,15-4238-55430,Tom,50.03638889,-94.06416667,15-4238-55430,,398.040863
Hartman,49.74941,-92.45084,15-5396-55107,Hartman,49.74972222,-92.45,15-5396-55107,,398.9689941
Fitchie,50.61813,-90.53714,15-6742-56100,Fitchie,50.61805556,-90.53694444,15-6742-56100,,399.4332886
Hamilton,50.86908,-90.43634,15-6795-56370,Hamilton,50.85888889,-90.44916667,15-6795-56370,,400.4042664
Mickle,49.75393,-92.2553,15-5535-55111,Mickle,49.75194444,-92.25666667,15-5536-55111,,401.930542
Hik,50.35053,-91.51247,15-6060-55787,Hik,50.3525,-91.50972222,15-6060-55787,,401.9569702
Arethusa,49.71847,-91.86176,15-5837-55088,Arethusa,49.7275,-91.83888889,15-5837-55088,,402.116272
Whiterock,49.86702,-91.24927,15-6259-55257,Whiterock,49.87222222,-91.24833333,15-6259-55257,,402.5880127
Confederation,51.11521,-92.67556,15-5210-56629,Confederation,51.11888889,-92.69944444,15-5210-56629,,402.8508606
Daniels,49.92424,-93.85166,15-4399-55286,Daniels,49.90861111,-93.83722222,15-4399-55286,,403.1391296
Heathwalt,49.69835,-91.695,15-5948-55051,Heathwalt,49.69333333,-91.68611111,15-5948-55052,,403.2805176
Mold,50.09953,-92.6059,15-5282-55495,Mold,50.09916667,-92.60611111,15-5282-55495,,403.8259888
Otatakan,50.85048,-91.85134,15-5808-56326,Otatakan,50.84138889,-91.85305556,15-5808-56326,,405.7663574
Jeanette,51.0898,-92.13638,15-5605-56599,Jeanette,51.08972222,-92.13611111,15-5605-56599,,406.1643982
Gordon,49.89387,-93.70945,15-4490-55266,Gordon,49.89166667,-93.71,15-4490-55266,,408.0000305
Gibraltar,50.0521,-91.07599,15-6378-55460,Gibraltar,50.0525,-91.07555556,15-6378-55460,,408.0518188
Sassenach,50.45836,-90.23117,15-6959-55928,Sassenach,50.45638889,-90.24055556,15-6959-55928,,408.9316101
Coli,51.31536,-93.59007,15-4589-56848,Coli,51.31527778,-93.58972222,15-4589-56848,,410.0539551
Silver,50.41174,-90.35324,15-6881-55875,Silver,50.41166667,-90.35305556,15-6881-55875,,410.2740784
Redhead,50.25964,-89.95835,16-2890-55711,Redhead,50.25666667,-89.96055556,16-2890-55711,,410.3016968
Smye,50.3698,-90.34435,15-6889-55829,Smye,50.36972222,-90.34416667,15-6889-55829,,410.7176514
Heathcote,50.28283,-90.38144,15-6863-55732,Heathcote,50.28388889,-90.385,15-6863-55733,,411.4114685
Kawaweogama,50.19687,-90.18618,15-7008-55644,Kawaweogama,50.19944444,-90.18583333,15-7008-55644,,411.6009521
Fog,50.22294,-90.43085,15-6832-55663,Fog,50.22222222,-90.43138889,15-6832-55663,,413.579895
Shabu,51.31424,-92.93967,15-5045-56849,Shabu,51.31722222,-92.93472222,15-5046-56849,,413.931427
Mud,49.57403,-91.89103,15-5802-54916,Mud,49.57361111,-91.89138889,15-5802-54916,,416.8149414
Victoria,49.62381,-91.54686,15-6048-54975,Victoria,49.62305556,-91.54888889,15-6048-54975,,418.519104
Seseganaga,50.06571,-90.35308,15-6890-55500,Seseganaga,50.07444444,-90.35861111,15-6890-55500,,420.8218079
Sandison,50.11625,-89.6922,16-3076-55545,Sandison,50.11333333,-89.69111111,16-3076-55545,,423.7903748
Crystal,49.72882,-91.1675,15-6321-55100,Crystal,49.72972222,-91.16722222,15-6321-55100,,423.8129272
Harmon,49.94546,-90.21669,15-6985-55358,Harmon,49.94388889,-90.23388889,15-6985-55358,,426.8841553
Wapikaimaski,50.06193,-90.1059,15-7048-55476,Wapikaimaski,50.04777778,-90.13916667,15-7048-55476,,427.6451416
Bell,49.80966,-90.93897,15-6500-55194,Bell,49.81055556,-90.915,15-6500-55194,,433.6396484
Mattawa,49.69831,-90.97644,15-6457-55062,Mattawa,49.69305556,-90.98,15-6457-55062,,434.3045044
Rude,49.87008,-90.31323,15-6931-55274,Rude,49.87,-90.31305556,15-6931-55274,,435.6340942
Gustauson,49.62257,-91.85843,15-5826-54970,Gustauson,49.62222222,-91.85611111,15-5826-54970,,436.0267944
Sparkling,49.81424,-90.17712,15-7031-55216,Sparkling,49.81416667,-90.17694444,15-7031-55216,,437.3150635
Scruffy,49.84777,-90.35099,15-6908-55246,Scruffy,49.84527778,-90.34611111,15-6908-55246,,437.4009399
Brightsand,49.72309,-90.40666,15-6869-55111,Brightsand,49.72527778,-90.40666667,15-6869-55111,,443.1068115
Metionga,49.72717,-90.47071,15-6824-55113,Metionga,49.72833333,-90.46944444,15-6824-55113,,443.2776489
Empire,49.71999,-90.24726,15-6979-55108,Empire,49.71916667,-90.25444444,15-6979-55108,,446.9154053
Kashishibog,49.80782,-89.97097,16-2863-55212,Kashishibog,49.80722222,-89.97,16-2863-55212,,449.6471252
